Departamento,Year,celda,Electores,Poblacion,PIM,Devengado,PIMCC,DevengadoCC,PIMFONDES,DevengadoFONDES
AMAZONAS,2015,Tres niveles de gobierno,228936,422629,892852469,735523335,12014639,8975173,0,0
AMAZONAS,2015,Gobierno Nacional,228936,422629,356715282,341393096,0,0,0,0
AMAZONAS,2015,Gobierno Regional,228936,422629,202960280,166339112,10954817,8416612,0,0
AMAZONAS,2015,Gobierno Local,228936,422629,333176907,227791128,1059822,558561,0,0
ANCASH,2015,Tres niveles de gobierno,661380,1148634,1242315262,679241101,31174571,15649715,0,0
ANCASH,2015,Gobierno Nacional,661380,1148634,310864153,204035672,5475838,5432688,0,0
ANCASH,2015,Gobierno Regional,661380,1148634,198847827,49365547,5097026,0,0,0
ANCASH,2015,Gobierno Local,661380,1148634,732603282,425839882,20601707,10217027,0,0
APURIMAC,2015,Tres niveles de gobierno,242965,458830,1317800243,766673289,76384514,67042316,0,0
APURIMAC,2015,Gobierno Nacional,242965,458830,285978405,245439798,0,0,0,0
APURIMAC,2015,Gobierno Regional,242965,458830,281882101,232279264,64977212,64445362,0,0
APURIMAC,2015,Gobierno Local,242965,458830,749939737,288954227,11407302,2596954,0,0
AREQUIPA,2015,Tres niveles de gobierno,850913,1287205,1863827690,1171034749,17053807,4458292,0,0
AREQUIPA,2015,Gobierno Nacional,850913,1287205,441067814,398115057,0,0,0,0
AREQUIPA,2015,Gobierno Regional,850913,1287205,427091997,260342001,0,0,0,0
AREQUIPA,2015,Gobierno Local,850913,1287205,995667879,512577692,17053807,4458292,0,0
AYACUCHO,2015,Tres niveles de gobierno,364963,688657,1848001082,1486547059,28783844,18953511,0,0
AYACUCHO,2015,Gobierno Nacional,364963,688657,622178227,548419298,0,0,0,0
AYACUCHO,2015,Gobierno Regional,364963,688657,476648674,405176951,5244084,4495529,0,0
AYACUCHO,2015,Gobierno Local,364963,688657,749174181,532950809,23539760,14457982,0,0
CAJAMARCA,2015,Tres niveles de gobierno,807357,1529755,2141284200,1549619670,47285818,19916052,0,0
CAJAMARCA,2015,Gobierno Nacional,807357,1529755,853750140,763000164,1697921,1645666,0,0
CAJAMARCA,2015,Gobierno Regional,807357,1529755,251720851,151759335,2751081,2247326,0,0
CAJAMARCA,2015,Gobierno Local,807357,1529755,1035813209,634860171,42836816,16023059,0,0
CALLAO,2015,Tres niveles de gobierno,648367,1010315,2518437431,2413553099,0,0,0,0
CALLAO,2015,Gobierno Nacional,648367,1010315,2249658780,2204877859,0,0,0,0
CALLAO,2015,Gobierno Regional,648367,1010315,169383787,131696292,0,0,0,0
CALLAO,2015,Gobierno Local,648367,1010315,99394864,76978948,0,0,0,0
CUSCO,2015,Tres niveles de gobierno,756348,1316729,3444032663,2924104532,62364897,54896719,0,0
CUSCO,2015,Gobierno Nacional,756348,1316729,1099640843,1015690613,603398,603397,0,0
CUSCO,2015,Gobierno Regional,756348,1316729,533010683,429793963,5893238,5838026,0,0
CUSCO,2015,Gobierno Local,756348,1316729,1811381137,1478619956,55868261,48455296,0,0
HUANCAVELICA,2015,Tres niveles de gobierno,205637,494963,1199841306,992439118,9097906,8662727,0,0
HUANCAVELICA,2015,Gobierno Nacional,205637,494963,510338198,459546277,0,0,0,0
HUANCAVELICA,2015,Gobierno Regional,205637,494963,224154972,186529656,6305682,6204268,0,0
HUANCAVELICA,2015,Gobierno Local,205637,494963,465348136,346363185,2792224,2458460,0,0
HUANUCO,2015,Tres niveles de gobierno,427449,860537,1099071597,814417258,22438180,19660047,0,0
HUANUCO,2015,Gobierno Nacional,427449,860537,267277312,229655633,4102962,4079349,0,0
HUANUCO,2015,Gobierno Regional,427449,860537,236146611,218625287,8010589,8007174,0,0
HUANUCO,2015,Gobierno Local,427449,860537,595647674,366136337,10324629,7573524,0,0
ICA,2015,Tres niveles de gobierno,507681,787170,651330003,450383657,15422096,8520175,0,0
ICA,2015,Gobierno Nacional,507681,787170,91373518,71857467,0,0,0,0
ICA,2015,Gobierno Regional,507681,787170,110254960,93028838,0,0,0,0
ICA,2015,Gobierno Local,507681,787170,449701525,285497352,15422096,8520175,0,0
JUNIN,2015,Tres niveles de gobierno,773922,1350783,1274724016,907968905,17715166,4054177,0,0
JUNIN,2015,Gobierno Nacional,773922,1350783,257864614,206777549,0,0,0,0
JUNIN,2015,Gobierno Regional,773922,1350783,326368694,279574173,407577,357381,0,0
JUNIN,2015,Gobierno Local,773922,1350783,690490708,421617183,17307589,3696796,0,0
LA LIBERTAD,2015,Tres niveles de gobierno,1100416,1859640,1871295615,1409601755,5205846,3231401,0,0
LA LIBERTAD,2015,Gobierno Nacional,1100416,1859640,318827934,289174736,0,0,0,0
LA LIBERTAD,2015,Gobierno Regional,1100416,1859640,632180628,555634833,0,0,0,0
LA LIBERTAD,2015,Gobierno Local,1100416,1859640,920287053,564792186,5205846,3231401,0,0
LAMBAYEQUE,2015,Tres niveles de gobierno,732843,1260650,984539624,657917504,11289619,9846163,0,0
LAMBAYEQUE,2015,Gobierno Nacional,732843,1260650,141239255,102937709,0,0,0,0
LAMBAYEQUE,2015,Gobierno Regional,732843,1260650,375462889,290365618,0,0,0,0
LAMBAYEQUE,2015,Gobierno Local,732843,1260650,467837480,264614177,11289619,9846163,0,0
LIMA,2015,Tres niveles de gobierno,6333911,9838251,7652654119,6480901318,16381226,14508712,0,0
LIMA,2015,Gobierno Nacional,6333911,9838251,5743241013,5232357067,3345096,3345096,0,0
LIMA,2015,Gobierno Regional,6333911,9838251,234410954,197557109,470971,470927,0,0
LIMA,2015,Gobierno Local,6333911,9838251,1675002152,1050987142,12565159,10692689,0,0
LORETO,2015,Tres niveles de gobierno,511703,1039372,761776678,606140063,6477355,2941772,0,0
LORETO,2015,Gobierno Nacional,511703,1039372,208734700,156784105,0,0,0,0
LORETO,2015,Gobierno Regional,511703,1039372,187421714,175160181,2213019,0,0,0
LORETO,2015,Gobierno Local,511703,1039372,365620264,274195778,4264336,2941772,0,0
MADRE DE DIOS,2015,Tres niveles de gobierno,93243,137316,448947878,387387002,2665300,2563655,0,0
MADRE DE DIOS,2015,Gobierno Nacional,93243,137316,265034313,245099247,0,0,0,0
MADRE DE DIOS,2015,Gobierno Regional,93243,137316,140627124,109215042,2640444,2543999,0,0
MADRE DE DIOS,2015,Gobierno Local,93243,137316,43286441,33072712,24856,19655,0,0
MOQUEGUA,2015,Tres niveles de gobierno,119686,180477,550134445,359186288,2339618,1570546,0,0
MOQUEGUA,2015,Gobierno Nacional,119686,180477,80817079,35045060,0,0,0,0
MOQUEGUA,2015,Gobierno Regional,119686,180477,156543635,135427255,241462,208426,0,0
MOQUEGUA,2015,Gobierno Local,119686,180477,312773731,188713973,2098156,1362120,0,0
PASCO,2015,Tres niveles de gobierno,161868,304158,644975703,511779170,19634465,17470066,0,0
PASCO,2015,Gobierno Nacional,161868,304158,183646858,172289933,0,0,0,0
PASCO,2015,Gobierno Regional,161868,304158,211884649,172137551,9218628,9084565,0,0
PASCO,2015,Gobierno Local,161868,304158,249444196,167351686,10415837,8385501,0,0
PIURA,2015,Tres niveles de gobierno,1128746,1844129,1967780575,1628653848,9476639,4241743,0,0
PIURA,2015,Gobierno Nacional,1128746,1844129,684177301,642567841,47200,47200,0,0
PIURA,2015,Gobierno Regional,1128746,1844129,315904308,268276271,163077,88636,0,0
PIURA,2015,Gobierno Local,1128746,1844129,967698966,717809735,9266362,4105907,0,0
PUNO,2015,Tres niveles de gobierno,750285,1415608,1873653581,1295697108,7960321,4479475,0,0
PUNO,2015,Gobierno Nacional,750285,1415608,651263232,558376805,0,0,0,0
PUNO,2015,Gobierno Regional,750285,1415608,233053728,179806090,2276606,2276603,0,0
PUNO,2015,Gobierno Local,750285,1415608,989336621,557514213,5683715,2202872,0,0
SAN MARTIN,2015,Tres niveles de gobierno,481748,840790,1322987725,1081917090,14159635,12682696,0,0
SAN MARTIN,2015,Gobierno Nacional,481748,840790,187889318,155781020,0,0,0,0
SAN MARTIN,2015,Gobierno Regional,481748,840790,665581804,599241513,3035124,1937841,0,0
SAN MARTIN,2015,Gobierno Local,481748,840790,469516603,326894557,11124511,10744854,0,0
TACNA,2015,Tres niveles de gobierno,223313,341838,454080628,347016020,5219052,4963656,0,0
TACNA,2015,Gobierno Nacional,223313,341838,51462886,33553840,0,0,0,0
TACNA,2015,Gobierno Regional,223313,341838,92580654,70572986,0,0,0,0
TACNA,2015,Gobierno Local,223313,341838,310037088,242889194,5219052,4963656,0,0
TUMBES,2015,Tres niveles de gobierno,143767,237685,332738639,229257269,1015028,883104,0,0
TUMBES,2015,Gobierno Nacional,143767,237685,82324840,60295946,0,0,0,0
TUMBES,2015,Gobierno Regional,143767,237685,82733322,44671609,329622,293417,0,0
TUMBES,2015,Gobierno Local,143767,237685,167680477,124289713,685406,589686,0,0
UCAYALI,2015,Tres niveles de gobierno,292487,495522,702498307,574855205,201392,25034,0,0
UCAYALI,2015,Gobierno Nacional,292487,495522,276818687,252825680,0,0,0,0
UCAYALI,2015,Gobierno Regional,292487,495522,194553084,146712852,0,0,0,0
UCAYALI,2015,Gobierno Local,292487,495522,231126536,175316673,201392,25034,0,0
NACIONAL,2015,Tres niveles de gobierno,18549934,31151643,39061581479,30461815412,441760934,310196927,0,0
NACIONAL,2015,Gobierno Nacional,18549934,31151643,16222184702,14625897472,15272415,15153396,0,0
NACIONAL,2015,Gobierno Regional,18549934,31151643,6961409930,5549289329,130230259,116916092,0,0
NACIONAL,2015,Gobierno Local,18549934,31151643,15877986847,10286628609,296258260,178127436,0,0
AMAZONAS,2016,Tres niveles de gobierno,232278,423898,933424894,678069135,12701218,10974041,0,0
AMAZONAS,2016,Gobierno Nacional,232278,423898,364449514,285503259,19110,5919,0,0
AMAZONAS,2016,Gobierno Regional,232278,423898,240859631,173227726,8733077,8093099,0,0
AMAZONAS,2016,Gobierno Local,232278,423898,328115749,219338149,3949031,2875024,0,0
ANCASH,2016,Tres niveles de gobierno,676037,1154639,1326827022,706158454,42978803,27144491,0,0
ANCASH,2016,Gobierno Nacional,676037,1154639,246615505,115397006,5358697,4930559,0,0
ANCASH,2016,Gobierno Regional,676037,1154639,206609319,54698683,6328136,3303304,0,0
ANCASH,2016,Gobierno Local,676037,1154639,873602198,536062765,31291970,18910627,0,0
APURIMAC,2016,Tres niveles de gobierno,245364,460868,1441580350,888306472,70815918,56818386,0,0
APURIMAC,2016,Gobierno Nacional,245364,460868,237600276,161101642,0,0,0,0
APURIMAC,2016,Gobierno Regional,245364,460868,229114720,156637698,38692447,38137233,0,0
APURIMAC,2016,Gobierno Local,245364,460868,974865354,570567132,32123471,18681152,0,0
AREQUIPA,2016,Tres niveles de gobierno,878878,1301298,2009221200,1234891463,21265078,8681053,0,0
AREQUIPA,2016,Gobierno Nacional,878878,1301298,377705625,238774950,0,0,0,0
AREQUIPA,2016,Gobierno Regional,878878,1301298,567981002,373840425,0,0,0,0
AREQUIPA,2016,Gobierno Local,878878,1301298,1063534573,622276088,21265078,8681053,0,0
AYACUCHO,2016,Tres niveles de gobierno,370683,696152,1579456042,1068288281,58807292,41002405,0,0
AYACUCHO,2016,Gobierno Nacional,370683,696152,377402007,277671956,0,0,0,0
AYACUCHO,2016,Gobierno Regional,370683,696152,367847580,270392967,14238996,6163049,0,0
AYACUCHO,2016,Gobierno Local,370683,696152,834206455,520223358,44568296,34839356,0,0
CAJAMARCA,2016,Tres niveles de gobierno,817826,1533783,2196422656,1343265086,66125734,50231057,0,0
CAJAMARCA,2016,Gobierno Nacional,817826,1533783,622856383,405775224,398700,398694,0,0
CAJAMARCA,2016,Gobierno Regional,817826,1533783,306204250,150003394,2298135,1376131,0,0
CAJAMARCA,2016,Gobierno Local,817826,1533783,1267362023,787486468,63428899,48456231,0,0
CALLAO,2016,Tres niveles de gobierno,668669,1024439,1398826506,886319342,0,0,0,0
CALLAO,2016,Gobierno Nacional,668669,1024439,958056338,592262687,0,0,0,0
CALLAO,2016,Gobierno Regional,668669,1024439,302837728,219659030,0,0,0,0
CALLAO,2016,Gobierno Local,668669,1024439,137932440,74397625,0,0,0,0
CUSCO,2016,Tres niveles de gobierno,773014,1324371,3155809150,2394079507,58926310,51594636,0,0
CUSCO,2016,Gobierno Nacional,773014,1324371,799748056,574784843,10277,10277,0,0
CUSCO,2016,Gobierno Regional,773014,1324371,632474491,421559603,5750149,5304732,0,0
CUSCO,2016,Gobierno Local,773014,1324371,1723586603,1397735061,53165884,46279628,0,0
HUANCAVELICA,2016,Tres niveles de gobierno,204276,498556,1205347337,931728780,15865759,9407765,0,0
HUANCAVELICA,2016,Gobierno Nacional,204276,498556,423940282,385944397,0,0,0,0
HUANCAVELICA,2016,Gobierno Regional,204276,498556,199772391,160966725,3846755,3676466,0,0
HUANCAVELICA,2016,Gobierno Local,204276,498556,581634664,384817657,12019004,5731299,0,0
HUANUCO,2016,Tres niveles de gobierno,431645,866631,1261681966,917810338,26787462,20933541,0,0
HUANUCO,2016,Gobierno Nacional,431645,866631,325996813,247553968,0,0,0,0
HUANUCO,2016,Gobierno Regional,431645,866631,222468813,199654161,7712515,6995767,0,0
HUANUCO,2016,Gobierno Local,431645,866631,713216340,470602209,19074947,13937774,0,0
ICA,2016,Tres niveles de gobierno,525605,794919,721976254,422460298,14782294,10120571,0,0
ICA,2016,Gobierno Nacional,525605,794919,176681288,71053837,0,0,0,0
ICA,2016,Gobierno Regional,525605,794919,128624442,99205575,420454,307413,0,0
ICA,2016,Gobierno Local,525605,794919,416670524,252200886,14361840,9813158,0,0
JUNIN,2016,Tres niveles de gobierno,785493,1360506,1600304819,1002166969,44254784,25495207,0,0
JUNIN,2016,Gobierno Nacional,785493,1360506,392560053,234662737,0,0,0,0
JUNIN,2016,Gobierno Regional,785493,1360506,419021898,280832012,0,0,0,0
JUNIN,2016,Gobierno Local,785493,1360506,788722868,486672220,44254784,25495207,0,0
LA LIBERTAD,2016,Tres niveles de gobierno,1136638,1882405,1836173279,1332065924,16642305,13975822,0,0
LA LIBERTAD,2016,Gobierno Nacional,1136638,1882405,145605064,89090545,0,0,0,0
LA LIBERTAD,2016,Gobierno Regional,1136638,1882405,668665921,540239000,0,0,0,0
LA LIBERTAD,2016,Gobierno Local,1136638,1882405,1021902294,702736380,16642305,13975822,0,0
LAMBAYEQUE,2016,Tres niveles de gobierno,751693,1270794,1165446782,650897582,22353797,5904945,0,0
LAMBAYEQUE,2016,Gobierno Nacional,751693,1270794,348110460,100418047,0,0,0,0
LAMBAYEQUE,2016,Gobierno Regional,751693,1270794,342644343,276153957,0,0,0,0
LAMBAYEQUE,2016,Gobierno Local,751693,1270794,474691979,274325578,22353797,5904945,0,0
LIMA,2016,Tres niveles de gobierno,6533063,9989369,7533952964,5163239221,15860634,7939935,0,0
LIMA,2016,Gobierno Nacional,6533063,9989369,5535346088,3963581562,3203646,1601710,0,0
LIMA,2016,Gobierno Regional,6533063,9989369,196589101,161456859,1244222,431424,0,0
LIMA,2016,Gobierno Local,6533063,9989369,1802017775,1038200800,11412766,5906801,0,0
LORETO,2016,Tres niveles de gobierno,523205,1049364,953584567,557929359,10866909,9688965,0,0
LORETO,2016,Gobierno Nacional,523205,1049364,225815218,108255942,199374,0,0,0
LORETO,2016,Gobierno Regional,523205,1049364,225728762,129479373,11500,11500,0,0
LORETO,2016,Gobierno Local,523205,1049364,502040587,320194044,10656035,9677465,0,0
MADRE DE DIOS,2016,Tres niveles de gobierno,97938,140508,477882946,386639130,8968560,2408122,0,0
MADRE DE DIOS,2016,Gobierno Nacional,97938,140508,264754140,235431424,0,0,0,0
MADRE DE DIOS,2016,Gobierno Regional,97938,140508,142178363,107700606,939292,934410,0,0
MADRE DE DIOS,2016,Gobierno Local,97938,140508,70950443,43507099,8029268,1473712,0,0
MOQUEGUA,2016,Tres niveles de gobierno,122115,182333,660241471,455420729,8779883,4709541,0,0
MOQUEGUA,2016,Gobierno Nacional,122115,182333,97215515,43590528,0,0,0,0
MOQUEGUA,2016,Gobierno Regional,122115,182333,230390413,185283526,23734,22500,0,0
